39043,4435,1
42681,34295,1
4405,1444,1
28478,1629,1
53215,50762,1
50805,45321,1
40541,49001,1
32400,42957,1
49830,46424,1
36793,14312,1
23742,15257,1
52477,8917,1
16654,51388,1
30462,16903,1
16654,38823,1
11155,53953,1
27683,23504,1
16844,27672,1
33424,10723,1
11570,16749,1
9349,5719,1
34023,6965,1
49201,1547,1
11778,17365,1
36151,1079,1
44669,51435,1
34023,41628,1
21935,11786,1
49830,7297,1
45720,30407,1
28478,28464,1
7383,9093,1
1782,21581,1
11003,14317,1
39737,7494,1
134,4778,1
51547,36988,1
34023,8697,1
26809,39255,1
34023,4149,1
7580,30825,1
19936,24942,1
24313,32870,1
26282,17365,1
16654,14945,1
46318,46427,1
10801,16104,1
10164,30333,1
34023,16386,1
52919,34990,1
50902,30825,1
12562,17634,1
32317,21664,1
30825,48859,1
14717,7133,1
34023,2283,1
21775,4469,1
30825,18967,1
45958,13218,1
10959,32134,1
39043,22921,1
34023,38566,1
26743,15868,1
30825,24638,1
19034,27869,1
19786,21640,1
19396,28254,1
4113,1616,1
28478,2839,1
49830,46960,1
8364,30825,1
10751,15572,1
15728,38232,1
16844,37708,1
4113,48533,1
10164,40340,1
39043,19753,1
29577,109,1
25994,45834,1
23227,10410,1
42388,35173,1
29548,43596,1
46538,34023,1
51377,13251,1
36707,11540,1
10547,6542,1
34023,14604,1
13268,2113,1
50805,44451,1
34023,43505,1
19793,25336,1
26743,625,1
1966,18810,1
29132,383,1
13456,22317,1
24079,38126,1
38126,43054,1
18667,34023,1
34023,46905,1
43550,38126,1
7334,19336,1
11770,29272,1
16844,28587,1
23742,53870,1
5015,51531,1
9369,11089,1
3765,38126,1
14628,7453,1
19559,18299,1
13813,28102,1
39043,32266,1
10877,7494,1
38126,10365,1
13315,22317,1
4113,46327,1
2931,16844,1
20535,28478,1
19152,25450,1
14572,33595,1
50030,10377,1
22738,25867,1
7153,1855,1
3355,29485,1
43448,16844,1
11786,41296,1
28478,11181,1
8645,35437,1
24119,21818,1
8984,9774,1
32281,36707,1
35850,18035,1
44930,20307,1
19034,45128,1
7136,13185,1
52477,4778,1
48610,35656,1
4313,45526,1
11786,34521,1
39043,13363,1
21307,15201,1
28478,11864,1
36853,16844,1
48983,10748,1
18536,17306,1
21775,1388,1
6804,52139,1
17365,551,1
17633,40256,1
34724,27351,1
27693,18835,1
13456,9902,1
45689,25523,1
18866,38919,1
1546,43903,1
49201,26734,1
41156,25523,1
52962,33595,1
33462,16491,1
36707,43392,1
39043,26263,1
27719,3631,1
16844,24055,1
1444,9497,1
47610,51610,1
9974,36916,1
34023,42757,1
5015,27703,1
30333,716,1
16405,26692,1
26411,51941,1
50394,14851,1
35985,29524,1
30825,29813,1
36916,14256,1
15942,16844,1
33430,1854,1
39043,33416,1
41521,35222,1
10164,14026,1
134,47749,1
20192,29949,1
34023,23247,1
17488,24198,1
26411,33931,1
24480,4961,1
46318,43826,1
38191,38919,1
41521,12656,1
4113,51401,1
40256,1661,1
42122,16844,1
5247,36707,1
18256,4778,1
45958,20168,1
7707,14296,1
28478,17439,1
17204,34023,1
46070,19085,1
50820,26644,1
